message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,air_quality.pm2_5_ug_m3,air_quality.pm10_ug_m3,air_quality.dust_mg_m3,air_quality.ambient_temp_c,air_quality.relative_humidity_pct,air_quality.alert_flag
1464077a-ff3a-4c9d-85fe-d06a5fdb41bc,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-001,sensor_station,2026-09-01T16:18:01.854Z,1,22.9,24.3,0.42,32.2,29.0,False
19eb2d54-e232-4407-b6ce-e68be9d8216c,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-002,sensor_station,2026-09-01T16:18:01.854Z,1,9.0,34.7,0.75,24.7,43.5,False
a9136d42-9795-4080-a385-3b3ae0405896,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-003,sensor_station,2026-09-01T16:18:01.854Z,1,21.2,26.0,0.08,19.1,40.2,False
07ee37b8-7022-4fd7-90f2-8f83be530ea6,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-004,sensor_station,2026-09-01T16:18:01.854Z,1,23.4,20.9,0.59,26.5,34.5,False
b7b4795d-de5a-4293-96e5-de092bff6a1c,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-005,sensor_station,2026-09-01T16:18:01.854Z,1,12.0,36.8,0.18,30.0,45.8,False
99b2d24e-16ce-4d8c-81f2-1229f81d4d2c,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-006,sensor_station,2026-09-01T16:18:01.854Z,1,18.2,28.7,0.39,28.6,69.1,False
7bb8b908-f46c-4220-bd6c-50a950516676,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-007,sensor_station,2026-09-01T16:18:01.854Z,1,10.9,30.0,0.3,20.5,74.9,False
aa5df083-5a5d-40e6-8535-889b9ac8a3ea,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-008,sensor_station,2026-09-01T16:18:01.854Z,1,13.6,27.5,0.79,23.2,43.6,False
a9de44ea-051b-48ff-8e5f-878f7cfe9fac,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-009,sensor_station,2026-09-01T16:18:01.854Z,1,14.9,39.8,0.51,27.0,35.7,False
363359a5-4a8f-42c1-9cc9-22a36e6218d2,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-010,sensor_station,2026-09-01T16:18:01.854Z,1,22.8,25.6,0.77,25.2,44.9,False
a48d3f12-62b8-43c9-9599-f390097a8512,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-011,sensor_station,2026-09-01T16:18:01.854Z,1,23.7,35.9,0.44,33.9,40.1,False
e9cc82e5-d832-4f75-a8b1-e665f713cd5c,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-012,sensor_station,2026-09-01T16:18:01.854Z,1,11.6,43.7,0.07,31.2,59.5,False
a825ac22-fd5f-4028-9af1-da345fa0d316,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-013,sensor_station,2026-09-01T16:18:01.854Z,1,16.9,34.7,0.74,20.5,26.9,False
a6e44146-b630-4b06-8a59-a29e6f444297,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-014,sensor_station,2026-09-01T16:18:01.854Z,1,10.2,29.0,0.49,21.7,65.6,False
d4ede963-585c-4f3a-b7d0-2cf276ce8ca2,1.0,acme-mining,site-01,air_quality,ACME-S01-AQ-015,sensor_station,2026-09-01T16:18:01.854Z,1,14.4,45.5,0.6,29.6,64.6,False
7017865f-7a98-4236-a182-66542ea0484f,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-001,sensor_station,2026-09-01T16:18:01.854Z,1,67.9,150.6,0.77,19.3,61.5,True
9c6af4cf-2a8f-4633-a9ff-71a0fc74d8e6,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-002,sensor_station,2026-09-01T16:18:01.854Z,1,21.7,40.5,0.26,26.3,51.2,False
bc6ec320-bd2b-4c1b-8dd6-6379e1bd42fc,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-003,sensor_station,2026-09-01T16:18:01.854Z,1,11.9,36.9,0.55,28.7,59.2,False
2a4b32fa-d07c-4c35-ad2d-c45649fd6a35,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-004,sensor_station,2026-09-01T16:18:01.854Z,1,17.3,36.4,0.73,26.6,25.5,False
b0acfce2-c597-45be-8c0c-fdbfc442794a,1.0,acme-mining,site-02,air_quality,ACME-S02-AQ-005,sensor_station,2026-09-01T16:18:01.854Z,1,22.5,35.2,0.3,23.6,73.9,False
