message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,maintenance.status,maintenance.downtime_active,maintenance.downtime_reason,maintenance.downtime_minutes_total,maintenance.work_order_id,maintenance.priority,maintenance.inspection_due
407de11a-856b-4703-81b1-d6923a7ea0e6,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-001,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
583984e2-e3c9-487c-9f04-71d8e58a3673,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-002,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
46e5b7c5-abd4-44a5-985a-93e86e474284,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-003,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
4785e9a8-ecf3-40a9-9d3f-b862f6fbdbe0,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-004,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
4318b2a4-452c-4b88-b1f3-ec198ec1db24,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-005,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
a7265c5d-db36-46f5-ae5b-5ad85d4cdc71,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-006,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
24e6e09f-6dae-4125-9cf3-dec846865ec8,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-007,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
6ee1cf6b-c57d-42d9-a49d-2ba1e61c1e1f,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-008,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
a97c0967-8db2-4c0d-b698-cc7b9f8b554a,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-009,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
dbc9340e-4ca7-4ab1-bc29-41f6bb0fe1ae,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-010,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
fc6dc4ec-76f8-426d-b0b2-03713731afb2,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-001,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
7bcfe59c-3ca5-477a-a8cb-ec6a0f29e738,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-002,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
1fb20836-b18b-45c5-8cfc-ed12f9d0803d,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-003,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
907d40bc-0161-4c4f-b6e5-a2452f2d6bc5,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-004,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
c5b513ab-7263-4958-843f-abfb1881cadc,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-005,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
5eeee33b-0640-4896-a359-53fab60a003f,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-006,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
30676e90-0502-44fc-99bf-c5e99cd34033,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-007,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
3d98c16b-15d6-4c73-8a83-4ba68fc9caa8,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-008,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
2d6c6f78-6638-4586-9035-d04403a7d8b9,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-009,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
a124465a-cb48-4cc6-b3eb-113cd7975893,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-010,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
5114946e-0520-40e7-a6e6-0d7ce382cb38,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-001,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
f5b1348f-c590-4682-bf59-6ac431c14590,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-002,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
f2f27c98-aae7-43cc-a5de-9547caf8483d,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-003,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
ace869a1-cfc2-4105-b246-9b51252b7be1,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-004,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
3bba9000-cbfd-4d02-94b4-b3622cb9ec52,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-005,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
cd0777fd-207c-4421-a8bb-d05342107dda,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-006,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
40e093f7-5048-4008-8819-d389ac230034,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-007,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
5d8b6ff6-ec79-45a9-ae5d-67eb7c995508,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-008,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
ebdb3426-b9e3-45df-9cee-658c6dba1e89,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-009,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
a13fd0e5-3ca1-4589-a9c5-f3335c8fddfb,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-010,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
fc2bc9c5-f1b9-454f-b080-9659e8e6a19f,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-011,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
a692587e-2c30-40cc-b588-8795c5cd971e,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-012,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
6141d9ec-7e37-4fde-a577-51c3ac50b414,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-013,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
0aa97ad6-0510-4f1c-b0ff-a651871e7fef,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-014,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
ce6befd1-b609-4d3f-a812-29aba2ac2553,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-015,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
2e2ff9d4-2a4b-4fc4-9141-91d4f58386c1,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-016,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
b11edeb1-5644-487b-a7e8-837b7b21362a,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-017,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
cfee405c-a69d-44cd-ab92-e3f52814cde2,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-018,maintenance_gateway,2026-09-01T20:17:58.253Z,1,unplanned_downtime,True,electrical_fault,0.08,WO-BETA-NORTH-MAINT-018-000001,high,False
488facfc-d37e-40e1-86cf-0dacdbafb115,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-019,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
681dbd63-f312-49d9-b696-04e92597cdeb,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-020,maintenance_gateway,2026-09-01T20:17:58.253Z,1,available,False,,0.0,,,False
b9d12fef-431a-4274-afa1-01cd9f245339,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-001,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
c30c87d0-dbf8-4c5a-889a-f6661d8729d8,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-002,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
d105851a-440a-4d41-9e7d-25e4bcbe9d17,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-003,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
718def5b-6801-42ba-8545-9cd517027bbf,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-004,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
8ba3dbdb-3308-4f54-8478-d1c5a02a59eb,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-005,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
31505371-e993-4f32-8eef-96548e1102b3,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-006,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
81aa46e8-20e6-42c7-973a-267785c9c647,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-007,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
52f5067b-2d3e-466a-bd9c-426889c47d96,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-008,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
8e465fd2-2d85-45f2-b890-c7e0d032e19d,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-009,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
7d2980f0-04f5-45c1-88a9-74f8bc336023,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-010,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
d105d8a6-8b58-4006-8abc-bf729cc41978,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-001,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
ccdab318-59b6-4c6b-b0c9-a074dc0269a6,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-002,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
95bb6a71-db61-4fd0-b434-e9c0732e7b79,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-003,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
09f96a12-2314-4b75-af07-6c2cb363395f,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-004,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
79ca94b9-ec80-4ca5-ba50-655dcbc3a68c,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-005,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
28642ec1-187e-42eb-bc83-3761d6eb21ac,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-006,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
554b34dc-3d9a-4f71-a6fd-e92329e023bf,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-007,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
658360ce-b7b7-45ab-b738-09916d9dfa04,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-008,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
9292b087-3ce9-4772-82e4-c10b3c828a54,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-009,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
5bcadc41-ebfe-4996-b52a-2706c6b3ca4c,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-010,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,True
91a19131-1ac2-4879-a60d-9faff2c14af4,1.0,beta-minerals,north-site,maintenance_event,BETA-NORTH-MAINT-001,maintenance_gateway,2026-09-01T20:18:03.253Z,2,available,False,,0.0,,,False
