message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,production.operating_state,production.material_type,production.throughput_tph,production.target_throughput_tph,production.total_tonnes,production.load_count,production.production_loss_reason,production.alert_flag,diagnostics.fault_codes
4b921c0d-cd83-4f13-a8bb-bf76800abf35,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-001,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1830.3,1800.0,1949847.9,16777,,False,[]
918504fc-99b2-4a3a-bacb-3c2806452b31,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-002,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1730.5,1800.0,461253.2,8713,,False,[]
fb7f31b0-8172-4873-8ec5-194f220923f1,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-003,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1738.1,1800.0,1328049.6,10624,,False,[]
dd2ec9f5-255f-4ac6-9f8b-c97f8259e1cd,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-004,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1792.3,1800.0,889458.4,7080,,False,[]
ebaa6840-9acd-4c06-b3d6-c90d65f18120,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-005,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1531.4,1800.0,588245.3,16290,,False,[]
02409da0-96b9-4717-b8e8-e14932e5c075,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-006,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1808.4,1800.0,1532890.3,7893,,False,[]
6ac501aa-c062-403d-8533-f27bc28818f5,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-007,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1826.9,1800.0,1602298.3,957,,False,[]
c4ba1bd0-1ed0-47de-94e4-a532a53a2395,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-008,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1847.1,1800.0,1313246.2,12673,,False,[]
5df5b888-4b2d-4d56-9447-b5c732459425,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-009,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1590.7,1800.0,520599.9,2572,,False,[]
a1bba2ec-6992-49d3-97b7-3f09dc1f6346,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-010,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1740.9,1800.0,170705.5,16643,,False,[]
c399f088-bd8b-4e64-82b5-1bc91a1609d1,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-011,production_meter,2026-09-01T16:18:01.854Z,1,stopped,ore,460.4,1800.0,1423320.2,18202,feed_shortage,True,"[""PRODUCTION_RATE_LOW""]"
8886715b-580d-476b-ad5d-8c5031d82bcb,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-012,production_meter,2026-09-01T16:18:01.854Z,1,degraded,ore,332.3,1800.0,875420.6,9667,crusher_trip,True,"[""PRODUCTION_RATE_LOW""]"
34daefda-913d-448f-a2e6-1079013f4f8b,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-013,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1792.6,1800.0,1402795.0,18342,,False,[]
d293cbe9-c252-4ee7-841b-6a9a207b611e,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-014,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1678.2,1800.0,1665965.4,3504,,False,[]
cd3e03b8-4ef9-49ef-8019-61c1ba8ee398,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-015,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1701.9,1800.0,339257.7,19001,,False,[]
91cc2d53-bb6f-4b75-b6f5-6c3134aeb33d,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-016,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1615.9,1800.0,1571302.5,593,,False,[]
43bc95e9-b30e-4456-bf00-a7ca597d4057,1.0,acme-mining,site-01,production_telemetry,ACME-S01-PROD-017,production_meter,2026-09-01T16:18:01.854Z,1,running,ore,1552.9,1800.0,1746253.1,4819,,False,[]
