message_id,schema_version,tenant_id,site_id,message_type,asset_id,asset_type,timestamp,sequence_no,maintenance.status,maintenance.downtime_active,maintenance.downtime_reason,maintenance.downtime_minutes_total,maintenance.work_order_id,maintenance.priority,maintenance.inspection_due
b24a041b-0f68-475a-a83a-e62e5926ca65,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-001,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
1931ac4f-d1b1-43ff-8388-ee7f1baa0c01,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-002,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
5dcb47db-d5e4-4fec-93ad-68134dca4b3c,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-003,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
f1827061-c9a7-4e9f-ba89-ca560b4c9a92,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-004,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
422eff57-c6ec-4281-be6b-c2f2424f17ae,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-005,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
4363ce01-a136-4867-b3c6-8701be8e8bad,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-006,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
d7cf2034-737f-450e-897c-c66f9ba32eaa,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-007,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
663ab603-753e-4e0d-b1c1-3b25597cd51b,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-008,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
b0c965a9-b999-41b5-a137-3a604678cb6e,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-009,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
6716a48e-55a1-456e-a899-ac0e5d958551,1.0,acme-mining,site-01,maintenance_event,ACME-S01-MAINT-010,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
5e6f0446-9b5c-405a-a633-40d31e2d28b9,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-001,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
0fd99b43-e390-4f5f-8394-abe91a64faf0,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-002,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
58a9f74f-6aa0-4e10-910d-423eaf1392fe,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-003,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
09c744e8-e43b-45f1-844a-e2271a8400a3,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-004,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
94faef33-316b-4a3f-b49c-071dc457aea4,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-005,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
05412fe7-fa1f-4147-843b-1a23b032c88d,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-006,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
77f9a324-842c-4a20-a945-6564ee3691f1,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-007,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
f3fad571-bff7-4354-b8b2-6963b6f13340,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-008,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
9e78c069-d61c-4142-9bc1-c4590d80034c,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-009,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
6c802382-ceb0-4d56-946e-c6e7903b6210,1.0,acme-mining,site-02,maintenance_event,ACME-S02-MAINT-010,maintenance_gateway,2026-09-01T16:14:12.813Z,1,available,False,,0.0,,,False
